DeviceID,ClientID,ClientName,DeviceType,DeviceStatus,IssuesReported,ChangeRequestDate,ChangeCompletionDate,UpdateRequired,UpdateStatus,ResolutionTimeDays,CostoReparacion,Country,EfectividadAntesCambio,EfectividadDespuesCambio
D0928,C006,Paula Sanchez,gps,Inactivo,Imagen borrosa,19/06/2023,25/05/2024,si,Completada,341,2415,Cuba,69.61,96.87
D0929,C006,Juan Vargas,camara,Activo,No conecta bien,02/07/2023,23/11/2024,si,Pendiente,510,2346,Saint Vincent y las Granadinas,61.97,98.53
D0930,C009,Eduardo Hernandez,gps,Inactivo,No reconoce los datos,11/07/2024,07/08/2024,no,Pendiente,27,2886,Argentina,57.37,80.99
D0931,C004,Maria Vargas,monitor,Activo,Desconexion espontanea,19/06/2024,29/12/2024,si,Completada,193,1754,Antigua y Barbuda,63.4,80.47
D0932,C008,Elena Ramirez,camara,En mantenimiento,Imagen borrosa,22/02/2023,18/06/2023,si,Pendiente,116,1887,Saint Kitts y Nevis,51.13,84.44
D0933,C008,Isabel Perez,gps,Inactivo,No conecta bien,20/07/2024,28/10/2024,si,Completada,100,2518,Surinam,72.32,97.97
D0934,C003,Paula Ortega,monitor,Inactivo,No reconoce los datos,27/10/2024,14/12/2024,no,Completada,48,1853,Paraguay,57.73,96.55
D0935,C005,Antonio Hernandez,monitor,Inactivo,Desconexion espontanea,14/05/2024,05/10/2024,si,Pendiente,144,2686,Uruguay,70.52,91.83
D0936,C008,Antonio Vargas,monitor,Activo,Imagen borrosa,15/08/2023,06/02/2024,no,Pendiente,175,2648,Republica Dominicana,58.83,87.2
D0937,C006,Luis Morales,gps,Inactivo,No conecta bien,03/03/2024,08/11/2024,no,Pendiente,250,2816,Paraguay,51.56,90.87
D0938,C010,Carlos Lopez,monitor,Inactivo,No reconoce los datos,17/11/2023,11/03/2024,si,Pendiente,115,2113,Nicaragua,61.18,88.07
D0939,C007,Antonio Perez,gps,Inactivo,Desconexion espontanea,12/01/2023,01/01/2024,no,Pendiente,354,2799,Trinidad y Tobago,60.82,92.12
D0940,C010,Fernando Ramirez,monitor,Activo,Imagen borrosa,04/08/2024,08/10/2024,si,Completada,65,1982,Barbados,55.05,98.49
D0941,C007,Francisco Ramirez,camara,En mantenimiento,No conecta bien,04/04/2023,24/06/2024,no,Completada,447,2902,Barbados,54.95,84.64
D0942,C009,Raul Garcia,gps,Inactivo,No reconoce los datos,24/12/2023,11/12/2024,si,Pendiente,353,2046,Panama,52.14,89.85
D0943,C003,Carmen Hernandez,camara,Activo,Desconexion espontanea,06/05/2023,16/07/2024,no,Pendiente,437,2990,Uruguay,53.01,91.72
D0944,C008,Maria Morales,camara,Activo,Imagen borrosa,14/08/2023,13/02/2024,no,Pendiente,183,2746,Guatemala,58.4,97.37
D0945,C003,Lucia Sanchez,camara,Inactivo,No conecta bien,05/08/2023,22/10/2024,si,Pendiente,444,2438,Trinidad y Tobago,68.93,86.14
D0946,C001,Alejandra Torres,gps,Inactivo,No reconoce los datos,09/12/2023,25/05/2024,no,Completada,168,2215,Guyana,78.71,94.43
D0947,C005,Mariana Castillo,gps,Activo,Desconexion espontanea,14/01/2023,19/03/2023,no,Completada,64,1801,Guyana,57.7,88.03
D0948,C001,Andrea Vargas,monitor,Activo,Imagen borrosa,07/08/2024,24/10/2024,si,Completada,78,1880,Colombia,74.86,96.25
D0949,C007,Fernando Gonzalez,monitor,Inactivo,No conecta bien,06/08/2023,19/08/2023,si,Pendiente,13,1669,Guyana,56.58,98.21
D0950,C006,Maria Torres,gps,Inactivo,No reconoce los datos,22/05/2023,26/05/2023,si,Pendiente,4,2188,Brasil,66.99,94.21
D0951,C008,Valeria Vargas,monitor,Activo,Desconexion espontanea,21/03/2024,06/11/2024,no,Completada,230,1848,Argentina,55.6,95.75
D0952,C006,Raul Castillo,monitor,En mantenimiento,Imagen borrosa,16/01/2023,17/12/2023,si,Completada,335,2887,Bahamas,56.6,81.93
D0953,C001,Raul Morales,monitor,En mantenimiento,No conecta bien,02/05/2023,19/11/2023,si,Completada,201,1571,Bahamas,78.25,92.89
D0954,C006,Juan Ramirez,monitor,En mantenimiento,No reconoce los datos,04/06/2023,10/08/2024,si,Completada,433,1991,Saint Lucia,54.58,89.61
D0955,C003,Maria Diaz,gps,En mantenimiento,Desconexion espontanea,25/04/2023,09/07/2024,no,Completada,441,2997,Belice,63.76,99.94
D0956,C009,Ana Mendoza,monitor,Inactivo,Imagen borrosa,03/01/2024,28/03/2024,no,Pendiente,85,2834,Peru,61.75,97.18
D0957,C002,Ana Gomez,camara,En mantenimiento,No conecta bien,16/03/2024,15/10/2024,si,Completada,213,2364,Bolivia,70.6,95.91
D0958,C005,Ana Ramos,monitor,Activo,No reconoce los datos,28/05/2024,10/09/2024,si,Pendiente,105,1635,Barbados,74.61,96.53
D0959,C010,Francisco Ramos,monitor,En mantenimiento,Desconexion espontanea,08/08/2024,04/11/2024,no,Pendiente,88,2003,Ecuador,78.87,94.86
D0960,C004,Juan Cruz,gps,Activo,Imagen borrosa,29/08/2024,01/11/2024,si,Completada,64,2750,Peru,55.22,96.07
D0961,C010,Gabriel Hernandez,gps,Activo,No conecta bien,23/12/2023,03/02/2024,no,Pendiente,42,2618,San Cristobal y Nieves,51.64,82.77
D0962,C007,Eduardo Torres,gps,Activo,No reconoce los datos,23/12/2024,29/12/2024,si,Completada,6,1891,Paraguay,55.99,98.85
D0963,C006,Carmen Mendoza,monitor,En mantenimiento,Desconexion espontanea,10/02/2024,30/06/2024,si,Completada,141,1830,Nicaragua,72.14,92.55
D0964,C009,Lucia Gonzalez,camara,Activo,Imagen borrosa,26/06/2023,10/06/2024,no,Completada,350,2296,Nicaragua,54.73,96.61
D0965,C001,Raul Morales,gps,Inactivo,No conecta bien,18/08/2023,08/11/2024,si,Completada,448,2440,Guatemala,55.99,94.27
D0966,C004,Carlos Ramirez,gps,En mantenimiento,No reconoce los datos,29/12/2024,29/12/2024,si,Completada,0,1728,Saint Vincent y las Granadinas,58.2,99.79
D0967,C001,Sofia Ramirez,monitor,En mantenimiento,Desconexion espontanea,15/01/2023,15/05/2024,no,Completada,486,2006,Nicaragua,73.83,85.13
D0968,C007,Sofia Perez,gps,Inactivo,Imagen borrosa,01/04/2023,12/09/2024,no,Pendiente,530,1685,Cuba,68.42,94.56
D0969,C002,Raul Torres,camara,En mantenimiento,No conecta bien,11/08/2023,21/07/2024,no,Completada,345,2139,Colombia,74.52,94.84
D0970,C003,Ana Torres,gps,En mantenimiento,No reconoce los datos,04/05/2024,16/08/2024,no,Completada,104,2093,Peru,62.82,90.56
D0971,C003,Elena Ortega,gps,En mantenimiento,Desconexion espontanea,11/12/2024,16/12/2024,si,Completada,5,2544,Chile,67.13,81.65
D0972,C001,Diego Vargas,camara,En mantenimiento,Imagen borrosa,10/01/2024,05/09/2024,no,Pendiente,239,2104,Brasil,70.42,98.71
D0973,C002,Andrea Gonzalez,monitor,Inactivo,No conecta bien,23/09/2023,25/06/2024,no,Completada,276,2795,Saint Kitts y Nevis,71.36,95.92
D0974,C008,Antonio Diaz,monitor,En mantenimiento,No reconoce los datos,16/02/2024,26/11/2024,no,Completada,284,2315,Surinam,69.91,86.97
D0975,C002,Carmen Gomez,monitor,En mantenimiento,Desconexion espontanea,01/08/2024,07/12/2024,si,Completada,128,2988,Antigua y Barbuda,73.37,85.54
D0976,C005,Maria Rodriguez,camara,Activo,Imagen borrosa,21/08/2023,07/11/2023,si,Completada,78,2045,Nicaragua,70.78,97.53
D0977,C006,Jorge Castillo,monitor,En mantenimiento,No conecta bien,05/11/2024,19/11/2024,no,Pendiente,14,2785,Colombia,67.22,90.8
D0978,C002,Luis Lopez,gps,En mantenimiento,No reconoce los datos,05/05/2023,29/01/2024,si,Completada,269,2749,Santa Lucia,58.97,84.41
D0979,C001,Lucia Rodriguez,gps,Inactivo,Desconexion espontanea,24/04/2024,28/05/2024,no,Completada,34,1748,Republica Dominicana,69.67,96.29
D0980,C003,Fernando Vargas,camara,Inactivo,Imagen borrosa,26/09/2024,27/09/2024,no,Completada,1,2045,Granada,75.43,81.3
D0981,C007,Diego Garcia,monitor,Inactivo,No conecta bien,04/03/2024,30/10/2024,no,Pendiente,240,2552,Ecuador,65.78,90.64
D0982,C008,Luis Martinez,gps,Inactivo,No reconoce los datos,22/04/2023,26/10/2023,si,Pendiente,187,2466,Saint Kitts y Nevis,53.47,84.87
D0983,C004,Mariana Diaz,monitor,Activo,Desconexion espontanea,27/04/2023,22/10/2024,no,Pendiente,544,2580,Venezuela,68.38,94.53
D0984,C010,Sofia Vargas,camara,En mantenimiento,Imagen borrosa,11/10/2023,12/10/2024,no,Pendiente,367,2188,Granada,54.68,85.11
D0985,C005,Lucia Perez,gps,Activo,No conecta bien,28/06/2024,27/08/2024,si,Pendiente,60,2822,Granada,60.23,92.35
D0986,C006,Gabriel Vargas,camara,En mantenimiento,No reconoce los datos,19/05/2024,24/08/2024,no,Pendiente,97,1799,Saint Kitts y Nevis,71.22,86.16
D0987,C007,Alejandra Torres,gps,En mantenimiento,Desconexion espontanea,10/07/2023,10/07/2024,si,Completada,366,2280,Saint Vincent y las Granadinas,65.69,84.94
D0988,C002,Carlos Diaz,camara,Activo,Imagen borrosa,19/02/2023,09/05/2023,no,Pendiente,79,2252,Saint Vincent y las Granadinas,64.11,94.19
D0989,C002,Andrea Gomez,monitor,Inactivo,No conecta bien,22/05/2024,13/11/2024,no,Completada,175,2197,Saint Vincent y las Granadinas,55.86,95.76
D0990,C010,Carlos Hernandez,gps,En mantenimiento,No reconoce los datos,26/04/2024,13/06/2024,no,Pendiente,48,2502,Uruguay,75.69,88.11
D0991,C001,Fernando Garcia,camara,Inactivo,Desconexion espontanea,08/05/2023,22/07/2023,si,Pendiente,75,2948,El Salvador,62.92,84.69
D0992,C010,Luis Ortega,camara,Activo,Imagen borrosa,24/08/2024,17/09/2024,no,Pendiente,24,1562,Cuba,71.27,89.86
D0993,C006,Raul Gonzalez,monitor,En mantenimiento,No conecta bien,30/06/2023,03/03/2024,no,Completada,247,2843,Peru,66.75,81.32
D0994,C009,Miguel Rodriguez,camara,Inactivo,No reconoce los datos,15/09/2023,29/11/2024,no,Completada,441,2540,Ecuador,73.83,85.48
D0995,C002,Antonio Torres,monitor,Activo,Desconexion espontanea,09/02/2023,09/06/2023,si,Pendiente,120,2236,Dominica,76.25,94.85
D0996,C007,Maria Ramos,gps,Activo,Imagen borrosa,30/01/2024,31/08/2024,si,Pendiente,214,2868,Panama,52.88,94.83
D0997,C004,Maria Mendoza,gps,Inactivo,No conecta bien,26/08/2023,28/07/2024,si,Completada,337,1755,Bahamas,68.71,85.24
D0998,C010,Raul Cruz,monitor,En mantenimiento,No reconoce los datos,26/04/2024,26/11/2024,no,Completada,230,2971,Ecuador,75.69,98.42
D0999,C003,Ana Lopez,monitor,Activo,Desconexion espontanea,26/09/2024,17/12/2024,si,Completada,82,2367,Costa Rica,54.84,86.23
D1000,C009,Jorge Garcia,monitor,Inactivo,Imagen borrosa,01/12/2024,26/12/2024,si,Pendiente,25,1954,Uruguay,60.42,92.77
